Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","710","South Africa","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","143.268486","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","143.412475","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","143.988429","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","145.284324","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","146.724209","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","147.588139","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","148.596058","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","151.907792","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","153.92363","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","155.651491","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","158.387271","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","158.963225","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","160.403109","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","161.26704","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","161.986982","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","165.010739","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","166.594612","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","168.322473","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","169.330392","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","169.906346","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","170.770276","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","171.058253","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","171.058253","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","172.066172","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","174.801952","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","176.097848","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","175.95386","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","176.961779","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","176.961779","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","177.249756","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","177.537732","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","178.257675","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","178.833628","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","178.977617","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","179.55357","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","180.273513","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","181.137443","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","180.561489","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","180.849466","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","181.584926","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","182.320385","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","182.541023","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","184.894493","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","186.880233","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","188.130514","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","189.233703","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","189.013066","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","188.645336","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","44.641378","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","44.50317","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","44.963863","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","45.562781","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","45.747058","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","46.023474","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","46.438099","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","46.622376","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","46.852723","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","46.990931","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","47.083069","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","47.221278","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","47.820179","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","47.958387","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","48.280873","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","48.511219","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","48.695497","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","48.925844","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","48.87979","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","48.787636","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","48.925844","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","48.87979","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","49.110121","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","49.386553","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","50.215801","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","50.822046","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","51.331859","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","52.206799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","52.46169","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","52.909491","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","53.749981","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","54.039338","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","54.514701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","55.327629","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","55.988999","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","56.057883","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","56.51257","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","56.450573","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","56.781266","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","56.912163","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","56.912163","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","56.808813","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","56.519473","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","56.643483","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","56.257679","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","55.823653","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","55.189845","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","55.141622","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","55.382739","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","55.554972","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","55.816766","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","55.878763","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","55.88565","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","55.933873","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","56.044109","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","55.933873","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","55.947662","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","56.106106","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","56.436799","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","56.354126","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","56.52636","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","56.553907","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","56.898374","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","57.070607","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","56.932823","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","56.8157","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","57.235953","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","57.3324","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","57.380624","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","57.449523","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","57.43575","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","57.490844","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","57.711301","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","57.787088","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","57.959321","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","58.097104","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","58.317561","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","58.744701","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","59.151165","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","59.557629","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","59.709202","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","60.026105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","60.026105","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","60.260336","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","60.701249","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","60.625463","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","61.045716","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","61.5624","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","61.84487","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","62.285784","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","62.823144","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","63.222721","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","63.580961","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","64.166545","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","64.366342","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","64.821029","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","65.723517","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","65.88075","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","66.82415","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","67.29585","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","67.767549","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","68.710949","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","69.811582","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","70.283282","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","70.597749","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","70.912215","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","70.912215","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","70.754982","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","71.226682","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","71.855615","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","72.956248","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","73.270715","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","710","South Africa","2009","2009","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","73.427948","X","Figure from external organization","base year is 2015"
