Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","107.39","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","107.34","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","109.63","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","110.24","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","109.19","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","108","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","108.24","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","107.69","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","107.93","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","108.66","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2020","2020","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","108.21","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","108.57","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","108.31","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","108.38","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","109.05","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","109.7","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","108.87","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","108.99","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","109.75","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","108.86","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","108.66","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","109.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2021","2021","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","109.74","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","110.41","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","110.82","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","111.87","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","113.61","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","114.75","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","115.71","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","116.88","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","118.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","120.41","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","122.64","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","123.26","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2022","2022","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","123.86","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","126.04","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","128.31","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","130.78","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","131.47","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","131.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","132.22","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","132.28","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","132.75","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","132.39","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","132.43","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","132.98","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2023","2023","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","133.05","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","133.28","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","132.81","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","132.82","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","132.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","133.52","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","133.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","132.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","133.38","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","132.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7010","October","6125","Value","","133.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7011","November","6125","Value","","133.19","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2024","2024","23013","Consumer Prices, Food Indices (2015 = 100)","7012","December","6125","Value","","133.02","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7001","January","6125","Value","","133.42","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7002","February","6125","Value","","133.28","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7003","March","6125","Value","","133.69","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7004","April","6125","Value","","134.78","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7005","May","6125","Value","","135.42","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7006","June","6125","Value","","135.24","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7007","July","6125","Value","","135.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7008","August","6125","Value","","135.73","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2025","2025","23013","Consumer Prices, Food Indices (2015 = 100)","7009","September","6125","Value","","135.46","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","79.17","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","79.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","79.64","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","79.64","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","79.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","80","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","79.87","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","80.02","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","80.43","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","80.33","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","80.51","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2000","2000","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","80.47","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","80.13","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","80.35","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","80.71","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","81.1","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","81.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","81.65","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","81.48","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","81.48","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","81.63","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","81.68","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","81.46","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2001","2001","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","81.56","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","81.94","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","82.04","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","82.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","82.71","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","82.81","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","82.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","82.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","82.99","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","83.14","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","83.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","83.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2002","2002","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","83.41","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","83.57","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","84.15","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","84.49","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","84.37","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","84.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","84.43","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","84.34","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","84.54","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","84.86","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","85.04","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","85.14","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2003","2003","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","85.23","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","85.23","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","85.59","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","85.93","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","86.15","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","86.47","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","86.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","86.36","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","86.55","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","86.63","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","86.85","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","86.9","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2004","2004","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","87","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","86.52","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","87.05","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","87.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","87.77","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","87.83","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","87.93","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","87.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","88.14","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","88.48","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","88.46","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","88.28","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2005","2005","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","88.39","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","88.3","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","88.64","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","88.89","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","89.27","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","89.65","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","89.65","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","89.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","89.8","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","89.6","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","89.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","89.5","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2006","2006","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","89.71","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","89.4","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","89.57","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","89.95","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","90.39","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","90.61","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7006","June","6125","Value","","90.72","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7007","July","6125","Value","","90.49","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7008","August","6125","Value","","90.86","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7009","September","6125","Value","","90.96","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7010","October","6125","Value","","91.19","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7011","November","6125","Value","","91.69","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2007","2007","23012","Consumer Prices, General Indices (2015 = 100)","7012","December","6125","Value","","92.03","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7001","January","6125","Value","","91.92","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7002","February","6125","Value","","92.12","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7003","March","6125","Value","","92.81","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7004","April","6125","Value","","93.12","X","Figure from external organization","base year is 2015"
"CP","Consumer Price Indices","250","France","2008","2008","23012","Consumer Prices, General Indices (2015 = 100)","7005","May","6125","Value","","93.62","X","Figure from external organization","base year is 2015"
